id,smiles,formula,charge
cpd37721,CC/C=C\C[C@H](O)C(=O)/C=C/C=C/C=C\C=C\[C@@H](O)C/C=C\CCC(=O)[O-],C22H29O5,-1
cpd37722,C[C@]12CC[C@@H]3C(C=CC(=O)C(=O)[O-])C(=O)CC[C@H]3[C@@H]1CCC2=O,C18H21O5,-1
cpd37723,C[C@H]1CC[C@@H](C)[C@]12CC[C@@H]1C2=C[C@@]2(C)CCC(C)(C)[C@@H]12,C20H32,0
cpd37724,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H](O)[C@@H](O)C(=O)CO)[C@@H](O)[C@H]2O)c(=O)n1,C14H21N3O15P2,-2
cpd37725,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)C=O)[C@@H](O)[C@H]2O)c(=O)n1,C14H21N3O15P2,-2
cpd37726,*[NH2+][C@H](C(*)=O)[C@@H](C)O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@@H]1O,C18H31N2O12R2,1
cpd37727,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](O)[C@@H](O)CCCC(=O)[O-],C20H31O4,-1
cpd37728,CCCCC[C@@H](/C=C/C=C\C/C=C\C=C\[C@H](CCCC(=O)[O-])OO)OO,C20H31O6,-1
cpd37729,CCCCC[C@@H](/C=C/C=C\C/C=C\C=C\[C@@H](O)CCCC(=O)[O-])OO,C20H31O5,-1
cpd37730,CCCCC[C@@H](/C=C/C=C\C=C\C=C\[C@@H](O)[C@@H](O)CCCC(=O)[O-])OO,C20H31O6,-1
cpd37731,C[C@]12CC[C@@H]3c4ccc(C(=O)[O-])nc4CC[C@H]3[C@@H]1CCC2=O,C18H20NO3,-1
cpd37732,*C=CC=O,C3H3OR,0
cpd37733,CCCCC/C=C\C=C\[C@H](O)C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+],C25H44NO8P,0
cpd37734,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+],C25H44NO10P,0
cpd37735,CCCCC/C=C\C=C\[C@H](O)C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,C28H50NO8P,0
cpd37736,CCCCC[C@@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,C28H50NO8P,0
cpd37737,CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,C28H50NO8P,0
cpd37738,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,C28H50NO10P,0
cpd37739,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)[O-])c(O)c1)CN2,C14H13N6O4,-1
cpd37740,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O,C45H70N7O20P3S,-4
cpd37741,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,C45H70N7O19P3S,-4
cpd37742,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC(*)=O,C17H26O15R2,0
cpd37743,C[C@@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1[C@H](O)[C@@H]3O,C45H70N7O20P3S,-4
cpd37744,S=Cc1ccccc1,C7H6S,0
cpd37745,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C27H48O2,0
cpd37746,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C27H48O2,0
cpd37747,C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C26H42NO6S,-1
cpd37748,*O[C@H]1C[C@H](n2cc(C=O)c(N)nc2=O)O[C@@H]1COP(*)(=O)[O-],C10H11N3O7PR2,-1
cpd37749,*O[C@H]1C[C@H](n2cc(C(=O)[O-])c(N)nc2=O)O[C@@H]1COP(*)(=O)[O-],C10H10N3O8PR2,-2
cpd37750,*[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1[NH3+],C18H27N3O18P2R,-1
cpd37751,*[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@@H](*)O,C21H29N3O20P2R2,-2
cpd37752,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,C24H35O5,-1
cpd37753,Nc1nc(N)c(N)c(=O)[nH]1,C4H7N5O,0
cpd37754,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C26H40NO5,-1
cpd37755,C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,C26H42NO7S,-1
cpd37756,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,C26H40NO6,-1
cpd37757,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(N)=O,C20H33NO,0
cpd37758,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,C24H35O5,-1
cpd37759,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,C24H37O5,-1
cpd37760,Cc1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,C16H24N2O17P2,-2
cpd37761,*O[C@H]1C[C@H](n2ccc(NC)nc2=O)O[C@@H]1COP(*)(=O)[O-],C10H13N3O6PR2,-1
cpd37762,[1*]O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O,C20H34NO15R,0
cpd37763,*O[C@@H]1O[C@H](CO[C@]2(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H]1NC(C)=O,C36H56N3O27R,-2
cpd37764,*[NH2+][C@H](C(*)=O)[C@@H](C)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,C18H31N2O12R2,1
cpd37765,*[NH2+][C@@H](CCCCNC(=O)/C=C/C)C(*)=O,C10H17N2O2R2,1
cpd37766,*[NH2+][C@@H](CCCCNC(=O)CCC)C(*)=O,C10H19N2O2R2,1
cpd37767,*[NH2+][C@@H](CCCCNC(*)=O)C(*)=O,C7H12N2O2R3,1
cpd37768,*[NH+](*)C,CH4NR2,1
cpd37769,CC(O)CCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)[O-])C[C@@H]21,C20H31O6,-1
cpd37770,CC(O)CCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)[O-],C20H31O6,-1
cpd37771,CCC(O)CC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)[O-],C20H31O6,-1
cpd37772,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC[C@H]([NH3+])C(=O)[O-])C(*)=O,C19H33N4O11PR2S,0
cpd37773,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[NH3+])C(*)=O,C18H34N4O9PR2S,1
cpd37774,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCNC(=O)CC[C@H]([NH3+])C(=O)[O-])C(*)=O,C23H40N5O12PR2S,0
cpd37775,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H](O)CCNC(=O)CC[C@H]([NH3+])C(=O)[O-])C(*)=O,C23H40N5O13PR2S,0
cpd37776,CCCCC/C=C\C/C=C\C[C@H](O)[C@@H](O)C/C=C\CCCC(=O)[O-],C20H33O4,-1
cpd37777,CCCCC[C@@H](O)[C@H](O)C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],C20H33O4,-1
cpd37778,CCCCC/C=C\C[C@@H](O)[C@H](O)C/C=C\C/C=C\CCCC(=O)[O-],C20H33O4,-1
cpd37779,CCCCC/C=C\C[C@H](O)[C@@H](O)C/C=C\C/C=C\CCCC(=O)[O-],C20H33O4,-1
cpd37780,CCCCC[C@H](O)[C@@H](O)C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],C20H33O4,-1
cpd37781,CCCCC/C=C\C/C=C\C[C@@H](O)[C@H](O)C/C=C\CCCC(=O)[O-],C20H33O4,-1
cpd37782,*[NH2+][C@@H](CCCCNC(=O)CC)C(*)=O,C9H17N2O2R2,1
cpd37783,*[NH2+][C@H](C(*)=O)[C@H](O)c1c[nH]cn1,C6H8N3O2R2,1
cpd37784,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O,C16H27N2O11R,0
cpd37785,C/C1=C\C[C@H](C(C)(C)O)CC/C(C)=C/CC1,C15H26O,0
cpd37786,C/C1=C/C[C@H](C(C)(C)O)CC/C(C)=C/CC1,C15H26O,0
cpd37787,CC(C)=CC/C=C(/C)[C@@H]1CC[C@@]2(C)CC=C(C)CC[C@H]12,C20H32,0
cpd37788,*C(=O)[C@@H]1[C@@H](O)C(O)CN1*,C5H7NO3R2,0
cpd37789,*O[C@@H]1[C@@H](COP(*)(=O)[O-])O[C@@H](n2cc(OCC(=O)OC)c(=O)[n-]c2=O)[C@@H]1O,C12H13N2O11PR2,-2
cpd37790,O=C([O-])Cc1cc(O)c(O)cc1O,C8H7O5,-1
cpd37791,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)[NH3+],C14H27N4O3R,2
cpd37792,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)[NH2+]C,C15H29N4O3R,2
cpd37793,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])CO,C14H27N4O4R,2
cpd37794,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)[NH2+]C,C15H29N4O4R,2
cpd37795,O=C1OOC1(Cc1ccccc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1,C26H21N3O4,0
cpd37796,*[NH2+][C@H](C(*)=O)[C@@H](C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,C18H31N2O12R2,1
cpd37797,*O[C@@H]1[C@@H](COP(*)(=O)[O-])O[C@@H](n2cc(C=O)c(N)nc2=O)[C@@H]1O,C10H11N3O8PR2,-1
cpd37798,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H]([n+]2cn(C)c3c(=O)[nH]c(NC)nc32)[C@H](O)[C@@H]1O,C17H24N5O17P3R2,-2
cpd37799,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H]([n+]2cn(C)c3c(=O)[nH]c(N(C)C)nc32)[C@H](O)[C@@H]1O,C18H26N5O17P3R2,-2
cpd37800,*C(=O)O[C@H]1C(O)O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@H]1O,C16H20N5O15P2R,-2
cpd37801,CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+])OO,C25H44NO11P,0
cpd37802,CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+],C25H44NO10P,0
cpd37803,CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C)OO,C28H50NO11P,0
cpd37804,CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,C28H50NO10P,0
cpd37805,*[NH2+][C@@H](CC(=O)OC1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O)C(*)=O,C19H25N6O16P2R2,-1
cpd37806,*[NH2+][C@H](C(*)=O)[C@H](O)C(N)=O,C4H7N2O3R2,1
cpd37807,*[NH2+][C@H](C(*)=O)[C@H](O)C(=O)[O-],C4H5NO4R2,0
cpd37808,*[NH2+][C@H](C(*)=O)[C@@H](C)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C14H19N6O8PR2,0
cpd37809,*[NH2+][C@@H](Cc1ccc(OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)cc1)C(*)=O,C19H21N6O9PR2,0
cpd37810,CC[C@@]1(O)CCC2C3CCC4CCCCC4(C)C3CCC21C,C21H36O,0
cpd37811,CC12CCCCC1CCC1C2CCC2(C)C(CCO)CCC12,C21H36O,0
cpd37812,*[C@H]1C[C@H](OP(=O)([O-])[O-])[C@@H](COP(*)(=O)[O-])O1,C5H7O8P2R2,-3
cpd37813,*[C@H]1C[C@H](O)[C@@H](COP(*)(=O)[O-])O1,C5H8O5PR2,-1
cpd37814,O=P([O-])([O-])OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,C6H11O9P,-2
cpd37815,*[NH2+][C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](*)[NH3+])C(*)=O,C16H29N4O9PR3S,1
cpd37816,*c1c(*)c(*)c(C2Oc3c(*)c(*)c(*)c(*)c3[C@H](O)C2=O)c(*)c1*,C15H3O3R9,0
cpd37817,*C(=O)N[C@@H](*)C(=O)O[C@@H]1[C@@H](COP(*)(=O)[O-])O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,C13H13N6O8PR3,-1
cpd37818,CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,C20H40NO8P,0
cpd37819,CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC,C22H44NO8P,0
cpd37820,CCCCCCC(=O)O[C@H](COC(=O)CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,C21H42NO8P,0
cpd37821,CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,C21H42NO8P,0
cpd37822,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC,C31H62NO8P,0
cpd37823,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,C31H62NO8P,0
cpd37824,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC,C31H62NO8P,0
cpd37825,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,C32H64NO8P,0
cpd37826,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC,C34H68NO8P,0
cpd37827,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC,C35H70NO8P,0
cpd37828,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,C38H76NO8P,0
cpd37829,CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCC,C17H34NO8P,0
cpd37830,CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCC,C18H36NO8P,0
cpd37831,CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCC,C39H78NO8P,0
cpd37832,C=C1C[C@]23CC[C@H]1C[C@H]2[C@]1(C)CCCC(C)(C)[C@H]1CC3,C20H32,0
cpd37833,CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,C55H107NO9P,-1
cpd37834,CCCCCCCC/C=C\CCCCCCCC(=O)NCCOP(=O)([O-])OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,C57H109NO9P,-1
cpd37835,C/C(=C\COP(=O)([O-])OP(=O)([O-])O)CC[C@@H]1[C@@](C)(O)CC[C@@H]2C(C)(C)CCC[C@@]12C,C20H36O8P2,-2
cpd37836,C=C[C@@]1(C)CC[C@@H]2[C@](C)(CC[C@@H]3C(C)(C)CCC[C@@]23C)O1,C20H34O,0
cpd37837,C/C(=C\COP(=O)([O-])OP(=O)([O-])O)CC[C@@]1(O)[C@H](C)CC[C@H]2C(C)(C)CCC[C@@]21C,C20H36O8P2,-2
cpd37838,C=C[C@@]1(C)CC[C@@]2(O1)[C@H](C)CC[C@H]1C(C)(C)CCC[C@@]12C,C20H34O,0
cpd37839,C=C[C@@]1(C)CC[C@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1,C20H34O,0
cpd37840,*C1=[NH+]C(=*)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(*)=C1*,C9H9N2O7PR4,-1
cpd37841,CC(=O)CC(O)C(C)=O,C6H10O3,0
cpd37842,CCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,C15H32NO7P,0
cpd37843,*OC[C@H](COP(=O)([O-])OCC[NH3+])O*,C5H12NO6PR2,0
cpd37844,O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)COP(=O)([O-])[O-],C5H8O11P2,-4
cpd37845,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)[O-],C33H65NO9P,-1
cpd37846,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])OP(=O)([O-])O,C5H8O10P2R2,-2
cpd37847,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])O[C@@H]1[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O,C15H19N5O20P4R2,-4
cpd37848,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C15H19N5O13P2R2,-2
cpd37849,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])[O-],C5H7O7PR2,-2
cpd37850,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1CO,C5H8O4R2,0
cpd37851,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)[NH+](C)C,C16H31N4O3R,2
cpd37852,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O,C5H8O13P3R2,-3
cpd37853,CCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C29H46N7O18P3S,-4
cpd37854,CCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C31H50N7O18P3S,-4
cpd37855,CC(C)C(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C26H40N7O18P3S,-4
cpd37856,CCCCCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C38H64N7O18P3S,-4
cpd37857,CCCCCCCCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C41H70N7O18P3S,-4
cpd37858,CCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C33H54N7O18P3S,-4
cpd37859,CCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C35H58N7O18P3S,-4
cpd37860,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)[N+](C)(C)C,C17H33N4O3R,2
cpd37861,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)N(C)C,C16H30N4O4R,1
cpd37862,*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)[N+](C)(C)C,C17H33N4O4R,2
cpd37863,CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-],C21H33O4,-1
cpd37864,CC(O)CCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-],C21H33O5,-1
cpd37865,CCC(O)CC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-],C21H33O5,-1
cpd37866,*[NH2+][C@@H](Cc1cn(P(=O)([O-])OC[C@H]2O[C@@H]([n+]3cn(C)c4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)cn1)C(*)=O,C17H22N8O8PR2,1
cpd37867,CC(=O)OCCC=C(C)C,C8H14O2,0
cpd37868,CC(C)=CCC/C(C)=C/OC=O,C10H16O2,0
cpd37869,*[NH2+][C@@H](CCCNC(=[NH2+])N[C@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OP(=O)([O-])[O-])[C@@H]2O)[C@@H](O)[C@H]1O)C(*)=O,C21H32N9O17P3R2,-2
cpd37870,CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C(O)[C@H]1OP(=O)([O-])[O-],C39H60N7O18P3S,-4
cpd37871,CC/C=C\C[C@@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C39H58N7O18P3S,-4
